prod_id,title,main_cat,sub_cat,category_id,desc,homepage_rank,is_original,is_active,format_id,photographer_id,year_taken
822,Photograph of Old Aerial of Wrigley Field - No Lights - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field Aerials,61,"Free Return Shipping.  This Wrigley Field Aerials photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great color photograph of Wrigley Field before lights were installed in the ballpark.  During this time only home games could be played at the ballpark.  This would all change on 8/8/88 when the Cubs played their first night game.  The photo was taken about 20 years ago from a small airplane during a summer day in which Cubs fans turned out to watch a great game  Opened in 1914, Wrigley Field is the second oldest baseball stadium behind Fenway Park.",0,TRUE,TRUE,1,1,2001
891,Print of State Street in the 1980s - 11x14 photo w/ 14x18 mat,Chicago Landmarks,State Street,52,Free Return Shipping.  This State Street print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1064,Photograph of Chicago Bears 46 Defense - 11x14 photo w/ 14x18 mat,Chicago Bears,Chicago Bears Players,21,Free Return Shipping.  This Chicago Bears Players photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Here is a photograph of the Bears 46 defense pursuing quarterback Phil Sims of the New York Giants.  This specific defensive formation would be an integral part of the Chicago Bears 1985 season in which they won Super Bowl XX.,7,TRUE,TRUE,1,1,2001
1070,Photo of Walter Payton & Jim McMahon - 11x14 photo w/ 14x18 mat,Chicago Bears,Chicago Bears Players,21,Free Return Shipping.  This Chicago Bears Players photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo captures Jim McMahon handing off to 'The Great' Walter Payton during a game against the Indianappolis Colts.,1,TRUE,TRUE,1,1,2001
1071,Photo of '85 Bears Offensive Huddle - 11x14 photo w/ 14x18 mat,Chicago Bears,Chicago Bears Players,21,Free Return Shipping.  This Chicago Bears Players photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1108,Photo of Harry Caray - Bud Fan - 11x14 photo w/ 14x18 mat,Chicago Cubs,Chicago Cubs Players,25,Free Return Shipping.  This Chicago Cubs Players photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1370,Photo of The Fog Bowl - Chicago Bears Classic - 11x14 photo w/ 14x18 mat,Chicago Bears,Chicago Bears Players,21,"Free Return Shipping.  This Chicago Bears Players photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This classic action shot was taken during the infamous Fog Bowl on December 31, 1988.  The photo captures Randall Cunningham of the Philidelphia Eagles throwing a pass down field against the Bears Defense.  Although outdated, this photo still remains a best seller for the avid Chicago Bears fan.",0,TRUE,TRUE,1,1,2001
1421,Photo of Hall of Fame Harry - 11x14 photo w/ 14x18 mat,Chicago Cubs,Chicago Cubs Players,25,"Free Return Shipping.  This Chicago Cubs Players photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo features a 'larger than life' image of Harry Caray painted on the side of a building near Wrigley Field.    Also included on the building is the signature calling, 'Holy Cow!' advertised by Budweiser.",0,TRUE,TRUE,1,1,2001
1423,Photo of Early Morning Shadows - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,"Free Return Shipping.  This Chicago Cityscape photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This color photo features a view of the Chicago Lakefront and Skyline looking South.  The second tallest building in Chicago, the John Hancock, can be spotted as you look right between the two trees.  This photo was taken right off Fullerton Street during the early morning of a Summer day.",0,TRUE,TRUE,1,1,2001
1424,Photo of Scully Boat Practice - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,Free Return Shipping.  This Chicago Cityscape photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This color photo captures the Lincoln Park lagoon on a cool Autumn day.  A scully boat team rows further as they view the changing colors of nature and see the John Hancock building in the distance.  This photograph was taken on Fullerton Street which crosses right above the lagoon.,0,TRUE,TRUE,1,1,2001
1445,Photo of Michael Jordan vs Dennis Rodman of the Pistons - 11x14 photo w/ 14x18 mat,Chicago Bulls,Michael Jordan,39,Free Return Shipping.  This Michael Jordan photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1446,Photograph of Larry Bird and Michael Jordan - 11x14 photo w/ 14x18 mat,Chicago Bulls,Michael Jordan,39,"Free Return Shipping.  This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a classic photograph of two of the greatest basketball players to every play the game.  The photo captures Larry Bird, of the Boston Celtics, guarding Michael Jordan.    Keep in mind that the two rarely guarded each other since Bird was a forward and Jordan was a shooting guard.  The photo was taken in the late 80's and this can be observed by both players uniforms.  It has now been over 20 years and this is still one of my best selling photographs.",0,TRUE,TRUE,1,1,2001
1470,Photograph of Aerial of Chicago - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Aerial Views,20,"Free Return Shipping.  This Chicago Aerial Views photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This night photo captures the entire Chicago Skyline with all the skyscrapers lit up.  It also features Soldier Field, home to the Chicago Bears, and Lake Shore Drive, and much more.  The photograph was taken from the roof top of the McCormick Place around the early 90's.    Click on the photos below to see how the current Chicago Skyline looks.",0,TRUE,TRUE,1,1,2001
1476,Photograph of 1990 All Star Game - Wrigley Field - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field,60,Free Return Shipping.  This Wrigley Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1509,Photograph of Old and New Comiskey Park- Aerial Picture - 11x14 photo w/ 14x18 mat,Chicago White Sox,Comiskey Park,33,"Free Return Shipping.  This Comiskey Park photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a very rare & classic aerial photograph of Old & New Comiskey Park side by side.  The new stadium would later be renamed U.S. Cellular Field, in 2003.   The picture was taken from a small airplane during a home game in 1990, as the construction was almost complete on the new ballpark next door.    The following season, the Innagural game would be played at new Comiskey.  Soon after, demolition would begin on Old Comiskey.  This photo would make a great collector's piece for any die hard White Sox fan.",0,TRUE,TRUE,1,1,2001
1519,Photo of Last Game at Comiskey Park - 11x14 photo w/ 14x18 mat,Chicago White Sox,Comiskey Park,33,"Free Return Shipping.  This Comiskey Park photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photograph taken at the final game at Old Comiskey Park in 1990.  After the game all the playerS and coaches came out onto the field to embrace their loyal fans from over the years.  High up on the scoreboard in big letters were the words:   THANKS FOR THE MEMORIES COMISKEY PARK 1910-1990    The new stadium being built next door would later be renamed U.S. Cellular Field, in 2003.   This photo would make a great collector's piece for any die hard White Sox fan.",3,TRUE,TRUE,1,1,2001
1530,Photo of Comiskey Park Aerial at Night - 11x14 photo w/ 14x18 mat,Chicago White Sox,Comiskey Park,33,Free Return Shipping.  This Comiskey Park photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1531,Photograph of Fireworks at Comiskey Park - 11x14 photo w/ 14x18 mat,Chicago White Sox,Comiskey Park,33,Free Return Shipping.  This Comiskey Park photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1532,Photograph of Last Fireworks at Old Comiskey Park - 11x14 photo w/ 14x18 mat,Chicago White Sox,Comiskey Park,33,"Free Return Shipping.  This Comiskey Park photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photograph taken at the final game at Old Comiskey Park in 1990.  After the game, the White Sox tradition continued as fireworks filled the night sky.  The following season, the White Sox would play right across the street at the New Comiskey Park.  The new ballpark would later be renamed U.S. Cellular Field, in 2003.   This photo would make a great collector's piece for any die hard White Sox fan.",0,TRUE,TRUE,1,1,2001
1534,Photograph of Old Chicago Water Tower - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Chicago Water Tower,32,"Free Return Shipping.  This Chicago Water Tower photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This color photograph features a historic landmark in Chicago, the Water Tower.   The water tower was the only public building in the burned zone to survive the Great Chicago Fire of 1871.  Currently it is the only surviving structure still standing.  In this photo, the building is lit up at night for the holiday season along with all the Christmas lights.",0,TRUE,TRUE,1,1,2001
1536,Photo of Chicago Water Tower - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Chicago Water Tower,32,"Free Return Shipping.  This Chicago Water Tower photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This vertical photograph features a historic landmark in Chicago, the Water Tower.   The water tower was the only public building in the burned zone to survive the Great Chicago Fire of 1871. Currently it is the only surviving structure still standing.  In this photo, the building is lit up at night for the holiday season along with all the Christmas lights.",0,TRUE,TRUE,1,1,2001
1545,Photo of Winter Day on Chicago Lakefront - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,Free Return Shipping.  This Chicago Cityscape photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph was taken around 20 years ago on a very cold day during Chicago's Winter Season.,0,TRUE,TRUE,1,1,2001
1549,Photo of Last Game at Comiskey Park - In The Parking Lots - 11x14 photo w/ 14x18 mat,Chicago White Sox,Comiskey Park,33,Free Return Shipping.  This Comiskey Park photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1552,Photograph of Old Soldier Field - 11x14 photo w/ 14x18 mat,Chicago Bears,Soldier Field,49,"Free Return Shipping.  This Soldier Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This shot features a view inside Soldier Field Stadium prior to the renovation in 2003.  Not only do you get a glimpse of the Chicago Bears fans and players, but the beautiful Chicago skyline can be seen in the distant backround under the cloudy skies.",0,TRUE,TRUE,1,1,2001
1566,Photo of All Star Game at Old Chicago Stadium - 11x14 photo w/ 14x18 mat,Chicago Blackhawks,Old Chicago Stadium,44,Free Return Shipping.  This Old Chicago Stadium photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The photo comes with the option to include a black plate with the following in gold writing:  REMEMBER THE ROAR CHICAGO BLACKHAWKS 1929-1994,0,TRUE,TRUE,1,1,2001
1581,Photograph of Michael Jordan & David Robinson Hall of Fame - 11x14 photo w/ 14x18 mat,Chicago Bulls,Michael Jordan,39,Free Return Shipping.  This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1583,Picture of Front of Old Comiskey Park - 11x14 photo w/ 14x18 mat,Chicago White Sox,Comiskey Park,33,Free Return Shipping.  This Comiskey Park picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Fans stroll in to the ballpark at Old Comiskey home to the Chicago White Sox.,0,TRUE,TRUE,1,1,2001
1588,Photograph of Old Chicago Stadium - Inside View - 11x14 photo w/ 14x18 mat,Chicago Blackhawks,Old Chicago Stadium,44,Free Return Shipping.  This Old Chicago Stadium photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The photo comes with the option to include a black plate with the following in gold writing:  REMEMBER THE ROAR CHICAGO BLACKHAWKS 1929-1994,0,TRUE,TRUE,1,1,2001
1610,Photograph of Michael Jordan Guarding Magic Johnson - 11x14 photo w/ 14x18 mat,Chicago Bulls,Michael Jordan,39,Free Return Shipping.  This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph was taken during the 1991 NBA Finals between the Chicago Bulls and the Los Angeles Lakers.  It features both teams on the Bulls Court as Michael Jordan defends against Magic Johnson.    These basketball players will go down as two of the greatest to ever play the game.  View Michael Jordan soaring over Patrick Ewing,0,TRUE,TRUE,1,1,2001
1614,Photo of 1991 NBA Finals - Chicago Bulls vs LA Lakers - 11x14 photo w/ 14x18 mat,Chicago Bulls,Bulls Championship,17,Free Return Shipping.  This Bulls Championship photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1623,Photo of Buckingham Fountain - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Buckingham Fountain,16,Free Return Shipping.  This Buckingham Fountain photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This color photograph highlights the Buckingham fountain located in the heart of Grant Park.    The fountain is a great landmark of Chicago which has a light and music show at dusk while the water display runs.   Water from the center jet actually shoots up to 150 feet in the air and the display runs for 20 minutes every hour on the hour.,0,TRUE,TRUE,1,1,2001
1652,Photograph of Bridges Up For Sailboats - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,Free Return Shipping.  This Chicago Cityscape photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This Chicago color photo features the opening of the Chicago bridges as the sailboats from the harbor and Lake Michigan travel up & down the Chicago River.    This photograph was taken just west of the Dearborn Street bridge.,0,TRUE,TRUE,1,1,2001
1664,Print of Wisconsin Football Stadium - Camp Randall Stadium - Badgers - 11x14 photo w/ 14x18 mat,College Football,Big Ten College Stadiums,5,"Free Return Shipping.  This Big Ten College Stadiums print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo features the college campus of the University of Wisconsin focusing on Camp Randall Stadium, home to the Wisconsin Badgers Big Ten college football team.  This photograph was taken around 1990.",0,TRUE,TRUE,1,1,2001
1669,Picture of Illini Football - Memorial Stadium Aerial - 11x14 photo w/ 14x18 mat,College Football,Big Ten College Stadiums,5,"Free Return Shipping.  This Big Ten College Stadiums picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo features an outdoor view of Memorial Stadium, home to the University of Illinois at Urbana-Champaign Fighting Illini Big Ten college football team.  This was taken approximately 15 years ago.",0,TRUE,TRUE,1,1,2001
1671,Photograph of Michigan State Football - Spartan Stadium - 11x14 photo w/ 14x18 mat,College Football,Big Ten College Stadiums,5,"Free Return Shipping.  This Big Ten College Stadiums photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo features Spartan Stadium, home to the Michigan State University Spartans Big Ten college football team  This photograph was taken around 1990.",0,TRUE,TRUE,1,1,2001
1673,Picture of Boillermaker Football - Purdue Stadium Aerial - 11x14 photo w/ 14x18 mat,College Football,Big Ten College Stadiums,5,Free Return Shipping.  This Big Ten College Stadiums picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1675,Photograph of Michigan Football Stadium - Wolverine Football - The Big House - 11x14 photo w/ 14x18 mat,College Football,Big Ten College Stadiums,5,"Free Return Shipping.  This Big Ten College Stadiums photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo features Michigan Stadium (aka The Big House) , home to the University of Michigan Wolverines Big Ten college football team.  College Stadium Main Page",0,TRUE,TRUE,1,1,2001
1679,Photo of Jeremy Roenick Introduction - 11x14 photo w/ 14x18 mat,Chicago Blackhawks,Old Chicago Stadium,44,Free Return Shipping.  This Old Chicago Stadium photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,2,TRUE,TRUE,1,1,2001
1683,Print of Cubs First Night Game 8-8-88 at Wrigley Field - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field,60,"Free Return Shipping.  This Wrigley Field print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a classic photo taken before the start of the Chicago Cubs first night game on 8/8/88.    The photo was taken from the rooftop of  the Cubby Bear Bar & Restaurant.  The photo features the Cubs Marquee with the words, 'WELCOME TO OPENING NIGHT'.",0,TRUE,TRUE,1,1,2001
1707,Photograph of Coach Mike Ditka - 11x14 photo w/ 14x18 mat,Chicago Bears,Chicago Bears Players,21,Free Return Shipping.  This Chicago Bears Players photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1709,Picture of A Cold Day in the City - 11x14 photo w/ 14x18 mat,Chicago Black & White,Black & White Chicago - Horizontal,7,Free Return Shipping.  This Black & White Chicago - Horizontal picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph was actually taken with color film and features the Chicago Lakefront on a very cold day.  The clouds filled the sky and snow covered all the ground causing this photo to appear as if it were taken with black & white film.  It's days like these that make Chicagoans appreciate the wonderful summer weather.,0,TRUE,TRUE,1,1,2001
1720,Photograph of Michael Jordan Drives Past Drexler w/ Tongue Out - 11x14 photo w/ 14x18 mat,Chicago Bulls,Michael Jordan,39,Free Return Shipping.  This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures Michael Jordan driving past Clyde Drexler with his tongue out.  He would continue toward the hoop to dunk over one of the Trailblazers players.  View another photo of Michael Jordan,0,TRUE,TRUE,1,1,2001
1722,Photo of Michael Jordan Dribbles Down Court - 11x14 photo w/ 14x18 mat,Chicago Bulls,Michael Jordan,39,Free Return Shipping.  This Michael Jordan photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph captures Michael Jordan as he dribble past half court about to call out plays to the rest of the Chicago Bulls team.  View similar photo of Michael Jordan,0,TRUE,TRUE,1,1,2001
1734,Photo of Chicago Stadium - Chicago Blackhawks - 11x14 photo w/ 14x18 mat,Chicago Blackhawks,Old Chicago Stadium,44,Free Return Shipping.  This Old Chicago Stadium photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The photo comes with the option to include a black plate with the following in gold writing:  REMEMBER THE ROAR CHICAGO BLACKHAWKS 1929-1994,0,TRUE,TRUE,1,1,2001
1743,Photograph of Eddie Belfour - Standing Goal - 11x14 photo w/ 14x18 mat,Chicago Blackhawks,Chicago Blackhawks Players,22,Free Return Shipping.  This Chicago Blackhawks Players photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1745,Photograph of Michael Jordan Soars Over Ewing - 11x14 photo w/ 14x18 mat,Chicago Bulls,Michael Jordan,39,"Free Return Shipping.  This Michael Jordan photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a classic photograph of Michael Jordan driving to the basket, passing Knicks defenders, and then soaring over Patrick Ewing to make a layup.    As he flies toward the hoop, Jordan sticks his tounge out which would come to be known as his signature move.  Also notice in the background the great coach, Pat Riley.  If you look hard enough, you will also notice Jim Belushi in the stands.",0,TRUE,TRUE,1,1,2001
1810,Photograph of Carlton Fisk Home Run - 11x14 photo w/ 14x18 mat,Chicago White Sox,Comiskey Park,33,Free Return Shipping.  This Comiskey Park photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1849,Picture of View of Soldier Field and Chicago Skyline - 11x14 photo w/ 14x18 mat,Chicago Bears,Soldier Field Aerials,50,"Free Return Shipping.  This Soldier Field Aerials picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo taken during the mid 1980's shows off the great city of Chicago.  All in one image we see Soldier Field, Grant Park, the Field Museum, the Adler Planetarium, Michigan Lake, and the beautiful city skyline.",0,TRUE,TRUE,1,1,2001
1861,Photo of Old Tiger Stadium Aerial - Home of the Detroit Tigers - 11x14 photo w/ 14x18 mat,Other Sports Stadiums,Chicago Marathon,28,Free Return Shipping.  This Chicago Marathon photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1864,Photograph of Iowa  Football Stadium - Hawkeye Football Photos - Kinnick Stadium - 11x14 photo w/ 14x18 mat,College Football,Big Ten College Stadiums,5,"Free Return Shipping.  This Big Ten College Stadiums photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo features Kinnick Stadium, home to the University of Iowa Hawkeyes Big Ten college football team.",0,TRUE,TRUE,1,1,2001
1866,Photo of Indiana Football - Memorial Stadium - Hoosier Football - 11x14 photo w/ 14x18 mat,College Football,Big Ten College Stadiums,5,"Free Return Shipping.  This Big Ten College Stadiums photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo features Memorial Stadium, home to the Indiana University Hoosiers Big Ten college football team.",0,TRUE,TRUE,1,1,2001
1875,Photo of Mike Singletary on the Sidelines - 11x14 photo w/ 14x18 mat,Chicago Bears,Chicago Bears Players,21,Free Return Shipping.  This Chicago Bears Players photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
1883,Photograph of Wrigley Building at Night - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Wrigley Building,59,Free Return Shipping.  This Wrigley Building photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photographs features the Wrigley Building located on the Magnificent Mile.    It is a skyscraper located directly across from the Tribune Tower and was built to house the corporate headquarters of the Wrigley Company.,0,TRUE,TRUE,1,1,2001
1900,Picture of Wayne Gretzky & Jeremy Roenick - 11x14 photo w/ 14x18 mat,Chicago Blackhawks,Chicago Blackhawks Players,22,Free Return Shipping.  This Chicago Blackhawks Players picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo features two of the greatest hockey players of our time facing off.��_��__��_��___��_��__��_��____ ��_��__��_��___��_��__��_��____  _Wayne Gretzky & Jeremy Roenick_,0,TRUE,TRUE,1,1,2001
1905,Print of Chicago Stadium - Home of the Chicago Blackhawks - 11x14 photo w/ 14x18 mat,Chicago Blackhawks,Old Chicago Stadium,44,"Free Return Shipping.  This Old Chicago Stadium print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo features the Old Chicago Stadium in which the Chicago Bulls & Chicago Blackhawks played in until 1994.    After both teams moved their home to the United Center, the stadium was torn down in 1995.  The photo comes with the option to include a black plate with the following in gold writing:  REMEMBER THE ROAR CHICAGO STADIUM  1929-1994",0,TRUE,TRUE,1,1,2001
